Date,Name,Volume,PostDate,PostVol,Change
2020-03-15,Cosmos,189440525.286,2020-03-16,180527214.8615,4.7051
2020-03-15,Crypto.com Coin,15715235.667,2020-03-16,15650080.7052,0.4146
2020-03-15,Dogecoin,119811060.0243,2020-03-16,134329667.8913,12.1179
2020-03-15,EOS,3148974712.1128,2020-03-16,3978071978.4356,26.3291
2020-03-15,Ethereum,12719251812.5511,2020-03-16,15984904589.6297,25.6749
2020-03-15,IOTA,8996003.3909,2020-03-16,16399665.0477,82.2995
2020-03-15,Litecoin,3434485462.828,2020-03-16,4079630236.4754,18.7843
2020-03-15,Monero,115596878.5417,2020-03-16,140151761.9012,21.2418
2020-03-15,NEM,21289884.9465,2020-03-16,25530230.8955,19.9172
2020-03-15,Stellar,362487211.4318,2020-03-16,422559303.4069,16.5722
2020-03-15,Tether,43945453267.9602,2020-03-16,57318450773.7169,30.4309
2020-03-15,TRON,1158531782.7067,2020-03-16,1159919446.7279,0.1198
2020-03-15,USD Coin,712798810.1963,2020-03-16,700699447.3348,1.6974
2020-03-15,Wrapped Bitcoin,255311.5672,2020-03-16,1306856.4302,411.8673
2020-03-15,XRP,2197842519.2937,2020-03-16,2646513873.6096,20.4142
2020-03-17,Binance Coin,288591005.0343,2020-03-18,264539835.4599,8.334
2020-03-17,Bitcoin,38622642935.2466,2020-03-18,37878801016.3368,1.9259
2020-03-17,Cardano,75837864.0826,2020-03-18,77546807.3785,2.2534
2020-03-17,Chainlink,402042487.2717,2020-03-18,304298998.2219,24.3117
2020-03-17,Cosmos,137611387.6893,2020-03-18,147341920.8085,7.071
2020-03-17,Crypto.com Coin,10685821.4018,2020-03-18,15981737.9966,49.5602
2020-03-17,Dogecoin,102697603.6353,2020-03-18,102196814.2794,0.4876
2020-03-17,EOS,2621724567.4447,2020-03-18,2429607606.3853,7.3279
2020-03-17,Ethereum,12087490572.2852,2020-03-18,11617854008.6765,3.8853
2020-03-17,IOTA,14702715.9413,2020-03-18,13200892.6925,10.2146
2020-03-17,Litecoin,3289527849.0785,2020-03-18,3170415991.6205,3.6209
2020-03-17,Monero,118316898.6108,2020-03-18,126475262.5217,6.8953
2020-03-17,NEM,20993143.1247,2020-03-18,6855658.7055,67.3433
2020-03-17,Stellar,330129255.5306,2020-03-18,337020832.4805,2.0875
2020-03-17,Tether,46775877398.9984,2020-03-18,45836273196.5865,2.0087
2020-03-17,TRON,1084261693.4894,2020-03-18,1025586853.4586,5.4115
2020-03-17,USD Coin,561066412.2034,2020-03-18,649533428.9108,15.7677
2020-03-17,Wrapped Bitcoin,619365.9232,2020-03-18,278206.6067,55.082
2020-03-17,XRP,2134494359.8898,2020-03-18,1964626837.3138,7.9582
2020-03-18,Binance Coin,264539835.4599,2020-03-19,407534104.3227,54.054
2020-03-18,Bitcoin,37878801016.3368,2020-03-19,51000731797.4328,34.6419
2020-03-18,Cardano,77546807.3785,2020-03-19,119348856.1105,53.9056
2020-03-18,Chainlink,304298998.2219,2020-03-19,447725949.2114,47.1336
2020-03-18,Cosmos,147341920.8085,2020-03-19,211035988.0189,43.2287
2020-03-18,Crypto.com Coin,15981737.9966,2020-03-19,18813358.0119,17.7178
2020-03-18,Dogecoin,102196814.2794,2020-03-19,251888349.6862,146.4738
2020-03-18,EOS,2429607606.3853,2020-03-19,3695957442.5545,52.1216
2020-03-18,Ethereum,11617854008.6765,2020-03-19,16396753275.29,41.1341
2020-03-18,IOTA,13200892.6925,2020-03-19,22710819.0684,72.04
2020-03-18,Litecoin,3170415991.6205,2020-03-19,4157185543.0777,31.1243
2020-03-18,Monero,126475262.5217,2020-03-19,146341277.0006,15.7074
2020-03-18,NEM,6855658.7055,2020-03-19,13117749.5969,91.3419
2020-03-18,Stellar,337020832.4805,2020-03-19,457344868.863,35.7023
2020-03-18,Tether,45836273196.5865,2020-03-19,64076531531.6961,39.7944
2020-03-18,TRON,1025586853.4586,2020-03-19,1253883132.0082,22.2601
2020-03-18,USD Coin,649533428.9108,2020-03-19,1067530247.6494,64.3534
2020-03-18,Wrapped Bitcoin,278206.6067,2020-03-19,915278.9511,228.9925
2020-03-18,XRP,1964626837.3138,2020-03-19,2590533670.2193,31.8588
2020-03-19,Binance Coin,407534104.3227,2020-03-20,433929424.6188,6.4768
2020-03-19,Bitcoin,51000731797.4328,2020-03-20,54442976102.5119,6.7494
2020-03-19,Cardano,119348856.1105,2020-03-20,142131507.0172,19.0891
2020-03-19,Chainlink,447725949.2114,2020-03-20,526429075.3096,17.5784
2020-03-19,Cosmos,211035988.0189,2020-03-20,219912722.129,4.2063
2020-03-19,Crypto.com Coin,18813358.0119,2020-03-20,15508977.6165,17.564
2020-03-19,Dogecoin,251888349.6862,2020-03-20,188170527.681,25.2961
2020-03-19,EOS,3695957442.5545,2020-03-20,4423198011.05,19.6766
2020-03-19,Ethereum,16396753275.29,2020-03-20,18960388062.1676,15.635
2020-03-19,IOTA,22710819.0684,2020-03-20,20310928.9799,10.5672
2020-03-19,Litecoin,4157185543.0777,2020-03-20,4537692969.9438,9.153
2020-03-19,Monero,146341277.0006,2020-03-20,146612113.9143,0.1851
2020-03-19,NEM,13117749.5969,2020-03-20,31495245.993,140.0964
2020-03-19,Stellar,457344868.863,2020-03-20,403266374.3896,11.8244
2020-03-19,Tether,64076531531.6961,2020-03-20,72319289643.36,12.8639
2020-03-19,TRON,1253883132.0082,2020-03-20,1193679335.7397,4.8014
2020-03-19,USD Coin,1067530247.6494,2020-03-20,961675019.0233,9.9159
2020-03-19,Wrapped Bitcoin,915278.9511,2020-03-20,429269.7846,53.0996
2020-03-19,XRP,2590533670.2193,2020-03-20,2946481355.6005,13.7403
2020-03-20,Binance Coin,433929424.6188,2020-03-21,386174572.4699,11.0052
2020-03-20,Bitcoin,54442976102.5119,2020-03-21,42494390879.6104,21.947
2020-03-20,Cardano,142131507.0172,2020-03-21,94598888.7442,33.4427
2020-03-20,Chainlink,526429075.3096,2020-03-21,317973844.8543,39.598
2020-03-20,Cosmos,219912722.129,2020-03-21,178495031.2535,18.8337
2020-03-20,Crypto.com Coin,15508977.6165,2020-03-21,16229619.8374,4.6466
2020-03-20,Dogecoin,188170527.681,2020-03-21,166141810.7006,11.7068
2020-03-20,EOS,4423198011.05,2020-03-21,3216339976.9732,27.2847
2020-03-20,Ethereum,18960388062.1676,2020-03-21,13684083307.7535,27.828
2020-03-20,IOTA,20310928.9799,2020-03-21,14925146.0392,26.5167
2020-03-20,Litecoin,4537692969.9438,2020-03-21,3438721430.4337,24.2187
2020-03-20,Monero,146612113.9143,2020-03-21,130652356.6839,10.8857
2020-03-20,NEM,31495245.993,2020-03-21,26603833.079,15.5306
2020-03-20,Stellar,403266374.3896,2020-03-21,356478473.6475,11.6022
2020-03-20,Tether,72319289643.36,2020-03-21,52643956419.5944,27.2062
2020-03-20,TRON,1193679335.7397,2020-03-21,1084677872.3553,9.1316
2020-03-20,USD Coin,961675019.0233,2020-03-21,1073258926.8022,11.6031
2020-03-20,Wrapped Bitcoin,429269.7846,2020-03-21,136891.2824,68.1107
2020-03-20,XRP,2946481355.6005,2020-03-21,2068099167.2925,29.8112
2020-03-24,Binance Coin,333522129.3467,2020-03-25,288895593.2696,13.3804
2020-03-24,Bitcoin,48221910672.248,2020-03-25,44590107887.9421,7.5314
2020-03-24,Cardano,88827461.2005,2020-03-25,83388812.6037,6.1227
2020-03-24,Chainlink,321474266.8462,2020-03-25,257497959.175,19.9009
2020-03-24,Cosmos,159154280.0684,2020-03-25,137616976.3613,13.5323
2020-03-24,Crypto.com Coin,11740650.9268,2020-03-25,13060671.3798,11.2432
2020-03-24,Dogecoin,177134004.9466,2020-03-25,163367838.8304,7.7716
2020-03-24,EOS,2872117954.3666,2020-03-25,2581486665.7389,10.1191
2020-03-24,Ethereum,14609068673.4853,2020-03-25,13433092919.8647,8.0496
2020-03-24,IOTA,13213612.7063,2020-03-25,10987289.2205,16.8487
2020-03-24,Litecoin,3331925793.1528,2020-03-25,3133347521.6298,5.9599
2020-03-24,Monero,159747274.025,2020-03-25,148032623.0331,7.3332
2020-03-24,NEM,7292267.6848,2020-03-25,14270710.9785,95.6965
2020-03-24,Stellar,366272224.2709,2020-03-25,312768243.502,14.6077
2020-03-24,Tether,57714092130.1356,2020-03-25,52254209222.5195,9.4602
2020-03-24,TRON,1086206946.9359,2020-03-25,1051356264.5354,3.2085
2020-03-24,USD Coin,743619080.824,2020-03-25,734599583.017,1.2129
2020-03-24,Wrapped Bitcoin,260797.7082,2020-03-25,323928.1685,24.2067
2020-03-24,XRP,2155981658.3808,2020-03-25,2096308695.6316,2.7678
2020-03-25,Binance Coin,288895593.2696,2020-03-26,299218749.161,3.5733
2020-03-25,Bitcoin,44590107887.9421,2020-03-26,35319797641.53,20.7901
2020-03-25,Cardano,83388812.6037,2020-03-26,81633746.003,2.1047
2020-03-25,Chainlink,257497959.175,2020-03-26,209695287.2553,18.5643
2020-03-25,Cosmos,137616976.3613,2020-03-26,116976100.6217,14.9988
2020-03-25,Crypto.com Coin,13060671.3798,2020-03-26,8762551.9424,32.9089
2020-03-25,Dogecoin,163367838.8304,2020-03-26,162455889.5007,0.5582
2020-03-25,EOS,2581486665.7389,2020-03-26,2369868686.8652,8.1975
2020-03-25,Ethereum,13433092919.8647,2020-03-26,11367261176.0051,15.3787
2020-03-25,IOTA,10987289.2205,2020-03-26,3868428.1563,64.7918
2020-03-25,Litecoin,3133347521.6298,2020-03-26,2827963692.046,9.7462
2020-03-25,Monero,148032623.0331,2020-03-26,174836442.5333,18.1067
2020-03-25,NEM,14270710.9785,2020-03-26,26427777.8016,85.1889
2020-03-25,Stellar,312768243.502,2020-03-26,305069104.6288,2.4616
2020-03-25,Tether,52254209222.5195,2020-03-26,42020889459.5751,19.5837
2020-03-25,TRON,1051356264.5354,2020-03-26,1012778457.1194,3.6693
2020-03-25,USD Coin,734599583.017,2020-03-26,829443691.7181,12.911
2020-03-25,Wrapped Bitcoin,323928.1685,2020-03-26,126532.0759,60.9382
2020-03-25,XRP,2096308695.6316,2020-03-26,2236102810.6326,6.6686
2020-03-26,Binance Coin,299218749.161,2020-03-27,263730266.2021,11.8604
2020-03-26,Bitcoin,35319797641.53,2020-03-27,34585598366.5512,2.0787
2020-03-26,Cardano,81633746.003,2020-03-27,85517314.1287,4.7573
2020-03-26,Chainlink,209695287.2553,2020-03-27,222982484.9652,6.3364
2020-03-26,Cosmos,116976100.6217,2020-03-27,110780608.1891,5.2964
2020-03-26,Crypto.com Coin,8762551.9424,2020-03-27,8037250.1225,8.2773
2020-03-26,Dogecoin,162455889.5007,2020-03-27,166326062.2878,2.3823
2020-03-26,EOS,2369868686.8652,2020-03-27,2505079104.1379,5.7054
2020-03-26,Ethereum,11367261176.0051,2020-03-27,11396286629.2955,0.2553
2020-03-26,IOTA,3868428.1563,2020-03-27,4495027.4808,16.1978
2020-03-26,Litecoin,2827963692.046,2020-03-27,2962853270.0505,4.7698
2020-03-26,Monero,174836442.5333,2020-03-27,143918809.2729,17.6837
2020-03-26,NEM,26427777.8016,2020-03-27,12479651.7182,52.7783
2020-03-26,Stellar,305069104.6288,2020-03-27,308504165.3478,1.126
2020-03-26,Tether,42020889459.5751,2020-03-27,41534264141.0982,1.1581
2020-03-26,TRON,1012778457.1194,2020-03-27,992171535.7319,2.0347
2020-03-26,USD Coin,829443691.7181,2020-03-27,956026570.7256,15.2612
2020-03-26,Wrapped Bitcoin,126532.0759,2020-03-27,136940.4182,8.2259
2020-03-26,XRP,2236102810.6326,2020-03-27,2849306895.7468,27.4229
2020-03-30,Binance Coin,305631179.734,2020-03-31,372566080.4014,21.9005
2020-03-30,Bitcoin,37101651525.2979,2020-03-31,32786468812.0812,11.6307
2020-03-30,Cardano,81661518.2569,2020-03-31,79871856.4939,2.1916
2020-03-30,Chainlink,220332928.8574,2020-03-31,239526251.7991,8.7111
2020-03-30,Cosmos,124918346.3824,2020-03-31,97739845.4357,21.757
2020-03-30,Crypto.com Coin,14662644.5162,2020-03-31,7697987.7143,47.4993
2020-03-30,Dogecoin,163244392.0019,2020-03-31,156195509.8833,4.318
2020-03-30,EOS,2549516485.0102,2020-03-31,2348375946.2089,7.8894
2020-03-30,Ethereum,11841123306.4222,2020-03-31,11065246316.9778,6.5524
2020-03-30,IOTA,10191507.6685,2020-03-31,10615456.134,4.1598
2020-03-30,Litecoin,3318334904.6866,2020-03-31,3359087002.313,1.2281
2020-03-30,Monero,126748552.6296,2020-03-31,128899405.4706,1.6969
2020-03-30,NEM,29354719.7324,2020-03-31,16312268.4591,44.4305
2020-03-30,Stellar,315377994.9134,2020-03-31,327644886.4684,3.8896
2020-03-30,Tether,44148668942.4146,2020-03-31,38970696054.3374,11.7285
2020-03-30,TRON,1056877618.3748,2020-03-31,756610777.7497,28.4107
2020-03-30,USD Coin,947341483.7556,2020-03-31,757273270.635,20.0633
2020-03-30,Wrapped Bitcoin,271252.6209,2020-03-31,119270.0244,56.0299
2020-03-30,XRP,2131319206.2901,2020-03-31,2101862049.9547,1.3821
2020-03-31,Binance Coin,372566080.4014,2020-04-01,332222983.2828,10.8284
2020-03-31,Bitcoin,32786468812.0812,2020-04-01,40346426265.7324,23.0582
2020-03-31,Cardano,79871856.4939,2020-04-01,92295629.3107,15.5546
2020-03-31,Chainlink,239526251.7991,2020-04-01,289006167.9299,20.6574
2020-03-31,Cosmos,97739845.4357,2020-04-01,111913424.4555,14.5013
2020-03-31,Crypto.com Coin,7697987.7143,2020-04-01,4207064.2126,45.3485
2020-03-31,Dogecoin,156195509.8833,2020-04-01,163418627.0385,4.6244
2020-03-31,EOS,2348375946.2089,2020-04-01,2517775172.1942,7.2135
2020-03-31,Ethereum,11065246316.9778,2020-04-01,12456564434.6682,12.5738
2020-03-31,IOTA,10615456.134,2020-04-01,9621407.6265,9.3642
2020-03-31,Litecoin,3359087002.313,2020-04-01,3303999600.0941,1.64
2020-03-31,Monero,128899405.4706,2020-04-01,118501640.3038,8.0666
2020-03-31,NEM,16312268.4591,2020-04-01,16843725.5299,3.258
2020-03-31,Stellar,327644886.4684,2020-04-01,302527865.1674,7.6659
2020-03-31,Tether,38970696054.3374,2020-04-01,47949493851.6407,23.0399
2020-03-31,TRON,756610777.7497,2020-04-01,810514942.0056,7.1244
2020-03-31,USD Coin,757273270.635,2020-04-01,874513925.3502,15.4819
2020-03-31,Wrapped Bitcoin,119270.0244,2020-04-01,115977.8734,2.7603
2020-03-31,XRP,2101862049.9547,2020-04-01,2053108171.6399,2.3196
2020-04-01,Binance Coin,332222983.2828,2020-04-02,398592822.3923,19.9775
2020-04-01,Bitcoin,40346426265.7324,2020-04-02,47660646124.4133,18.1285
2020-04-01,Cardano,92295629.3107,2020-04-02,106987595.2041,15.9184
2020-04-01,Chainlink,289006167.9299,2020-04-02,294353542.1446,1.8503
2020-04-01,Cosmos,111913424.4555,2020-04-02,136485794.3915,21.9566
2020-04-01,Crypto.com Coin,4207064.2126,2020-04-02,4250932.3865,1.0427
2020-04-01,Dogecoin,163418627.0385,2020-04-02,165879605.1372,1.5059
2020-04-01,EOS,2517775172.1942,2020-04-02,3204607276.6417,27.2793
2020-04-01,Ethereum,12456564434.6682,2020-04-02,15322861686.0569,23.0103
2020-04-01,IOTA,9621407.6265,2020-04-02,10837015.0969,12.6344
2020-04-01,Litecoin,3303999600.0941,2020-04-02,3985953572.4138,20.6403
2020-04-01,Monero,118501640.3038,2020-04-02,126496181.5128,6.7464
2020-04-01,NEM,16843725.5299,2020-04-02,26031005.9989,54.5442
2020-04-01,Stellar,302527865.1674,2020-04-02,409126334.0616,35.2359
2020-04-01,Tether,47949493851.6407,2020-04-02,57261198791.5815,19.4198
2020-04-01,TRON,810514942.0056,2020-04-02,852662345.0639,5.2001
2020-04-01,USD Coin,874513925.3502,2020-04-02,1119590860.8954,28.0244
2020-04-01,Wrapped Bitcoin,115977.8734,2020-04-02,367219.8069,216.6292
2020-04-01,XRP,2053108171.6399,2020-04-02,2352651038.4971,14.5897
2020-04-02,Binance Coin,398592822.3923,2020-04-03,406426750.854,1.9654
2020-04-02,Bitcoin,47660646124.4133,2020-04-03,38976504902.968,18.2208
2020-04-02,Cardano,106987595.2041,2020-04-03,89797915.8581,16.067
2020-04-02,Chainlink,294353542.1446,2020-04-03,226925451.9627,22.9072
2020-04-02,Cosmos,136485794.3915,2020-04-03,122833949.2401,10.0024
2020-04-02,Crypto.com Coin,4250932.3865,2020-04-03,13616300.1378,220.3133
2020-04-02,Dogecoin,165879605.1372,2020-04-03,161121844.8393,2.8682
2020-04-02,EOS,3204607276.6417,2020-04-03,2771496717.0245,13.5152
2020-04-02,Ethereum,15322861686.0569,2020-04-03,13184603401.9239,13.9547
2020-04-02,IOTA,10837015.0969,2020-04-03,11215130.9163,3.4891
2020-04-02,Litecoin,3985953572.4138,2020-04-03,3482692345.509,12.6259
2020-04-02,Monero,126496181.5128,2020-04-03,148716587.032,17.5661
2020-04-02,NEM,26031005.9989,2020-04-03,19075709.3986,26.7193
2020-04-02,Stellar,409126334.0616,2020-04-03,381441115.1742,6.7669
2020-04-02,Tether,57261198791.5815,2020-04-03,46738928485.9031,18.3759
2020-04-02,TRON,852662345.0639,2020-04-03,794179930.2798,6.8588
2020-04-02,USD Coin,1119590860.8954,2020-04-03,802031807.8909,28.3638
2020-04-02,Wrapped Bitcoin,367219.8069,2020-04-03,75955.05,79.3162
2020-04-02,XRP,2352651038.4971,2020-04-03,2106869710.8702,10.447
2020-04-03,Binance Coin,406426750.854,2020-04-04,416644564.9753,2.5141
2020-04-03,Bitcoin,38976504902.968,2020-04-04,33185988583.8042,14.8564
2020-04-03,Cardano,89797915.8581,2020-04-04,89146986.5115,0.7249
2020-04-03,Chainlink,226925451.9627,2020-04-04,194260779.5727,14.3945
2020-04-03,Cosmos,122833949.2401,2020-04-04,109601350.2966,10.7728
2020-04-03,Crypto.com Coin,13616300.1378,2020-04-04,6517430.6758,52.1351
2020-04-03,Dogecoin,161121844.8393,2020-04-04,160849685.833,0.1689
2020-04-03,EOS,2771496717.0245,2020-04-04,2461032019.3102,11.2021
2020-04-03,Ethereum,13184603401.9239,2020-04-04,11946658256.7012,9.3893
2020-04-03,IOTA,11215130.9163,2020-04-04,8521925.6819,24.014
2020-04-03,Litecoin,3482692345.509,2020-04-04,3229457621.9082,7.2712
2020-04-03,Monero,148716587.032,2020-04-04,158229658.6787,6.3968
2020-04-03,NEM,19075709.3986,2020-04-04,16972856.3172,11.0237
2020-04-03,Stellar,381441115.1742,2020-04-04,331158440.2238,13.1823
2020-04-03,Tether,46738928485.9031,2020-04-04,39644126974.9811,15.1796
2020-04-03,TRON,794179930.2798,2020-04-04,808013453.6839,1.7419
2020-04-03,USD Coin,802031807.8909,2020-04-04,733529363.2922,8.5411
2020-04-03,Wrapped Bitcoin,75955.05,2020-04-04,105641.1275,39.0837
2020-04-03,XRP,2106869710.8702,2020-04-04,1793826152.7573,14.8582
2020-04-07,Binance Coin,452816635.1965,2020-04-08,434986928.1419,3.9375
2020-04-07,Bitcoin,44243482667.8499,2020-04-08,37563249548.9382,15.0988
2020-04-07,Cardano,117230378.3943,2020-04-08,100892760.895,13.9363
2020-04-07,Chainlink,577910419.3568,2020-04-08,518682497.6882,10.2486
2020-04-07,Cosmos,197423097.5059,2020-04-08,164555413.4571,16.6483
2020-04-07,Crypto.com Coin,7946211.8681,2020-04-08,6642642.099,16.4049
2020-04-07,Dogecoin,129399793.1754,2020-04-08,116283369.4954,10.1364
2020-04-07,EOS,4111933912.6674,2020-04-08,3695592784.9811,10.1252
2020-04-07,Ethereum,21659346091.3178,2020-04-08,17063110836.1549,21.2206
2020-04-07,IOTA,13150813.2872,2020-04-08,10830060.5306,17.6472
2020-04-07,Litecoin,4391267712.7094,2020-04-08,3831132142.3512,12.7557
2020-04-07,Monero,145869304.0938,2020-04-08,107481975.3534,26.3162
2020-04-07,NEM,22367342.0034,2020-04-08,14227357.4667,36.3923
2020-04-07,Stellar,535973253.8488,2020-04-08,355554036.1267,33.662
2020-04-07,Tether,59032234493.1166,2020-04-08,50475513636.8174,14.495
2020-04-07,TRON,937935931.6339,2020-04-08,1079069171.98,15.0472
2020-04-07,USD Coin,895902327.4964,2020-04-08,775527778.0435,13.4361
2020-04-07,Wrapped Bitcoin,663940.6335,2020-04-08,54433.3823,91.8015
2020-04-07,XRP,2626151910.4615,2020-04-08,2091042647.0035,20.3762
2020-04-08,Binance Coin,434986928.1419,2020-04-09,444821352.9374,2.2609
2020-04-08,Bitcoin,37563249548.9382,2020-04-09,34815139177.5936,7.316
2020-04-08,Cardano,100892760.895,2020-04-09,86398496.7547,14.366
2020-04-08,Chainlink,518682497.6882,2020-04-09,734770971.4652,41.661
2020-04-08,Cosmos,164555413.4571,2020-04-09,167581572.7119,1.839
2020-04-08,Crypto.com Coin,6642642.099,2020-04-09,7564877.7707,13.8836
2020-04-08,Dogecoin,116283369.4954,2020-04-09,109954538.117,5.4426
2020-04-08,EOS,3695592784.9811,2020-04-09,2845642970.1493,22.999
2020-04-08,Ethereum,17063110836.1549,2020-04-09,14901696210.1146,12.6672
2020-04-08,IOTA,10830060.5306,2020-04-09,9734556.7803,10.1154
2020-04-08,Litecoin,3831132142.3512,2020-04-09,3628019377.8433,5.3016
2020-04-08,Monero,107481975.3534,2020-04-09,97345360.0098,9.431
2020-04-08,NEM,14227357.4667,2020-04-09,16662129.2774,17.1133
2020-04-08,Stellar,355554036.1267,2020-04-09,420784745.3701,18.3462
2020-04-08,Tether,50475513636.8174,2020-04-09,44302706106.7486,12.2293
2020-04-08,TRON,1079069171.98,2020-04-09,981287829.1573,9.0616
2020-04-08,USD Coin,775527778.0435,2020-04-09,767509662.7445,1.0339
2020-04-08,Wrapped Bitcoin,54433.3823,2020-04-09,30457.3878,44.0465
2020-04-08,XRP,2091042647.0035,2020-04-09,1878628667.705,10.1583
2020-04-09,Binance Coin,444821352.9374,2020-04-10,394331907.0271,11.3505
2020-04-09,Bitcoin,34815139177.5936,2020-04-10,43622840991.71,25.2985
2020-04-09,Cardano,86398496.7547,2020-04-10,95977717.3061,11.0873
2020-04-09,Chainlink,734770971.4652,2020-04-10,748426338.1688,1.8585
2020-04-09,Cosmos,167581572.7119,2020-04-10,200391440.6224,19.5784
2020-04-09,Crypto.com Coin,7564877.7707,2020-04-10,6665333.3915,11.8911
2020-04-09,Dogecoin,109954538.117,2020-04-10,122108790.041,11.0539
2020-04-09,EOS,2845642970.1493,2020-04-10,3627966612.2901,27.492
2020-04-09,Ethereum,14901696210.1146,2020-04-10,17980944615.7097,20.6637
2020-04-09,IOTA,9734556.7803,2020-04-10,11223232.7963,15.2927
2020-04-09,Litecoin,3628019377.8433,2020-04-10,4008964132.664,10.5001
2020-04-09,Monero,97345360.0098,2020-04-10,113198866.1471,16.2858
2020-04-09,NEM,16662129.2774,2020-04-10,21370304.6985,28.2567
2020-04-09,Stellar,420784745.3701,2020-04-10,461485326.0242,9.6725
2020-04-09,Tether,44302706106.7486,2020-04-10,56393183975.7005,27.2906
2020-04-09,TRON,981287829.1573,2020-04-10,1097485526.7057,11.8413
2020-04-09,USD Coin,767509662.7445,2020-04-10,847956954.9158,10.4816
2020-04-09,Wrapped Bitcoin,30457.3878,2020-04-10,91443.9241,200.2356
2020-04-09,XRP,1878628667.705,2020-04-10,2105282078.9763,12.0648
2020-04-10,Binance Coin,394331907.0271,2020-04-11,364313702.1212,7.6124
2020-04-10,Bitcoin,43622840991.71,2020-04-11,31222085946.2734,28.4272
2020-04-10,Cardano,95977717.3061,2020-04-11,75648110.7039,21.1816
2020-04-10,Chainlink,748426338.1688,2020-04-11,653196770.4563,12.724
2020-04-10,Cosmos,200391440.6224,2020-04-11,133757618.8154,33.2518
2020-04-10,Crypto.com Coin,6665333.3915,2020-04-11,6673905.8257,0.1286
2020-04-10,Dogecoin,122108790.041,2020-04-11,161367395.8216,32.1505
2020-04-10,EOS,3627966612.2901,2020-04-11,2633897635.5754,27.4002
2020-04-10,Ethereum,17980944615.7097,2020-04-11,13555089447.1146,24.6141
2020-04-10,IOTA,11223232.7963,2020-04-11,8466808.5004,24.56
2020-04-10,Litecoin,4008964132.664,2020-04-11,3374908252.4493,15.816
2020-04-10,Monero,113198866.1471,2020-04-11,98767430.2885,12.7487
2020-04-10,NEM,21370304.6985,2020-04-11,19759160.5753,7.5392
2020-04-10,Stellar,461485326.0242,2020-04-11,426515997.7065,7.5776
2020-04-10,Tether,56393183975.7005,2020-04-11,40060959109.8448,28.9613
2020-04-10,TRON,1097485526.7057,2020-04-11,1051591915.2258,4.1817
2020-04-10,USD Coin,847956954.9158,2020-04-11,665074561.3699,21.5674
2020-04-10,Wrapped Bitcoin,91443.9241,2020-04-11,87286.5661,4.5463
2020-04-10,XRP,2105282078.9763,2020-04-11,1847482830.7781,12.2454
2020-04-15,Binance Coin,425648053.8147,2020-04-16,478820057.5676,12.492
2020-04-15,Bitcoin,32288311030.7598,2020-04-16,46783242376.7001,44.8922
2020-04-15,Cardano,68238170.7191,2020-04-16,101314082.731,48.4713
2020-04-15,Chainlink,425648502.6751,2020-04-16,599436392.0826,40.829
2020-04-15,Cosmos,141651091.408,2020-04-16,169662840.8129,19.7752
2020-04-15,Crypto.com Coin,5094438.8266,2020-04-16,6064519.7421,19.042
2020-04-15,Dogecoin,169903672.1637,2020-04-16,179859738.2803,5.8598
2020-04-15,EOS,2656435238.8692,2020-04-16,4327824968.0772,62.9185
2020-04-15,Ethereum,14171753736.5254,2020-04-16,22910469235.6043,61.6629
2020-04-15,IOTA,9608087.3974,2020-04-16,11536131.1716,20.0669
2020-04-15,Litecoin,3696959520.5053,2020-04-16,4985504369.141,34.8542
2020-04-15,Monero,127558964.6859,2020-04-16,130989658.3602,2.6895
2020-04-15,NEM,8614234.8646,2020-04-16,20783688.7385,141.2714
2020-04-15,Solana,13075275.2859,2020-04-16,21346031.3457,63.2549
2020-04-15,Stellar,468836578.1633,2020-04-16,628082821.5849,33.9663
2020-04-15,Tether,40321714369.4084,2020-04-16,63213195168.7344,56.7721
2020-04-15,TRON,1227074918.0633,2020-04-16,1483226073.698,20.8749
2020-04-15,USD Coin,834202005.6313,2020-04-16,1055234948.3274,26.4963
2020-04-15,Wrapped Bitcoin,179485.4849,2020-04-16,245993.1205,37.0546
2020-04-15,XRP,1963736221.4997,2020-04-16,2610251456.3666,32.9227
2020-04-16,Binance Coin,478820057.5676,2020-04-17,396448352.191,17.2031
2020-04-16,Bitcoin,46783242376.7001,2020-04-17,32513423567.4314,30.502
2020-04-16,Cardano,101314082.731,2020-04-17,79385032.6294,21.6446
2020-04-16,Chainlink,599436392.0826,2020-04-17,431088440.3013,28.0844
2020-04-16,Cosmos,169662840.8129,2020-04-17,137482523.1307,18.9672
2020-04-16,Crypto.com Coin,6064519.7421,2020-04-17,9681775.0909,59.6462
2020-04-16,Dogecoin,179859738.2803,2020-04-17,161550207.9075,10.1799
2020-04-16,EOS,4327824968.0772,2020-04-17,3090872040.8278,28.5814
2020-04-16,Ethereum,22910469235.6043,2020-04-17,16714684265.8828,27.0435
2020-04-16,IOTA,11536131.1716,2020-04-17,8988555.4975,22.0834
2020-04-16,Litecoin,4985504369.141,2020-04-17,4096625537.5921,17.8293
2020-04-16,Monero,130989658.3602,2020-04-17,110124030.3743,15.9292
2020-04-16,NEM,20783688.7385,2020-04-17,16116665.4626,22.4552
2020-04-16,Solana,21346031.3457,2020-04-17,9870810.0017,53.7581
2020-04-16,Stellar,628082821.5849,2020-04-17,478450043.0527,23.8237
2020-04-16,Tether,63213195168.7344,2020-04-17,43011919954.1454,31.9574
2020-04-16,TRON,1483226073.698,2020-04-17,1294903478.4757,12.6968
